Author,Year,Journal,Title,Abstract
Kumar et al.,2013,Journal of Irrigation and Drainage Engineering,integrated modeling framework to evaluate conjunctive use options in a canal irrigated area,"in canal irrigated areas, where interactions between surfacewater and groundwater are high, the conjunctive management of surfacewater and groundwater can play a significant role in improving water availability in time and space, thereby promoting more equitable distribution of water while maintaining long term availability of groundwater resources. achieving a harmonious balance between the use of surfacewater and groundwater requires careful consideration of the associated benefits, impacts, and trade offs. in this study, a simple, integrated framework was developed and implemented to characterize and quantify interactions between surfacewater and groundwater in a canal irrigated area; this framework was used to evaluate the impacts of alternative levels of conjunctive use under varying climate and cropping conditions. applying the model to a case study area of the srisailam right branch canal project in andhra pradesh, india, indicated that regulating canal supplies to optimum levels can prompt sustainable groundwater use and save up to 48% of allocated canal water; these water savings could be reallocated elsewhere within the irrigated area to promote equity."
Kumar et al.,2017,Journal of the Geological Society of India,hydrogeological characterization of aquifer in palla flood plain of delhi using integrated approach,"the yamuna flood plains spread across the northern part of indian subcontinent is home to millions of people. the ever growing population in these plains make it difficult to sustain the demand of freshwater resources. however, the productive aquifers of flood plains could provide solution for these issues. in this context, it is necessary to understand the aquifer characteristics. thus, the paper attempts to characterize the aquifer in palla area of the flood plain using integrated approach. besides, grain size analysis and site litholog study, the nature of aquifer material was also ascertained from bulk mineralogy of the sediments using x ray diffraction. the aquifer parameters were estimated with help of long duration pumping test data. moreover, the effect of pumping on salinity variation and hydrochemical facies evolution was also examined. the sand dominant, unconfined aquifer was estimated to have horizontal hydraulic conductivity in the range of 25 m/day and vertical hydraulic conductivity of 6 7 m /day. while the specific yield of the aquifer was estimated in the range of 0.07 0.08. it is observed that under conducive active flood plain environment, the given sand mineralogy at the site does not allow salinity increase in groundwater even after more than a decade of groundwater pumping. in fact, over years, hydrochemical facies have evolved towards bicarbonate type. these things put together make the active flood plain aquifer a sustainable groundwater resource."
Kumar et al.,2014,Arabian Journal for Science and Engineering,gis based assessment of groundwater vulnerability using drastic model,"groundwater has been treated as an important source of water supply due to its relatively low vulnerability to pollution in comparison to surfacewater, and its huge storage capacity. because of the known health and economic impacts associated with groundwater contamination, steps to measure the vulnerability of groundwater must be taken for sustainable groundwater protection and management planning. susceptibility of groundwater refers to the intrinsic characteristics that determine the sensitivity of the water to being adversely affected by an imposed contaminant load. the drastic model is the most extensively used method for identifying the areas where groundwater supplies are most vulnerable to contamination. in this study the drastic model is applied for a part of kancheepuram district, tamil nadu, india, to generate a small scale map of groundwater vulnerability to contamination. the whole area is classified on a scale of very low, low, moderate and high susceptibility to pollution. the model is considered in relation to groundwater quality data and results have shown a strong relationship between drastic specific vulnerability index and nitrate as nitrogen concentrations. a groundwater vulnerability map is developed by using the drastic model in a computer based geographic information system. the results show that the central part of the study area is classified as a high vulnerable zone and the south and northeastern parts show medium vulnerable zones, and record higher nitrate values."
Kumar et al.,2013,Geomatics Natural Hazards & Risk,groundwater vulnerability assessment using sintacs model,"groundwater has been treated as an important source of water supply due to its relatively low vulnerability to pollution in comparison to surfacewater, and its huge storage capacity. because of the known health and economic impacts associated with groundwater contamination, steps to measure the vulnerability of groundwater must be taken for sustainable groundwater protection and management planning. susceptibility of groundwater refers to the intrinsic characteristics that determine the sensitivity of the water to being adversely affected by an imposed contaminant load. the sintacs model is the most extensively used method for identifying the areas where groundwater supplies are most vulnerable to contamination. the sintacs model uses seven environmental parameters (watertable depth, effective infiltration, unsaturated conditions, soil media, aquifer hydrogeologic characteristics, hydraulic conductivity and topographic slope) to characterize the hydrogeological setting and evaluate aquifer vulnerability. in this paper, the sintacs model is applied for a part of kancheepuram district, tamil nadu, india to generate a small scale map of groundwater vulnerability to contamination. the whole area is classified as very low, low, moderate and high susceptibility to pollution. the model is validated with groundwater quality data and results have shown strong relationship between sintacs specific vulnerability index and nitrate as nitrogen concentrations. the groundwater vulnerability map is developed by using the sintacs model in a computer based geographic information system (gis)."
Kumar et al.,2014,Water Resources Management,appraising the accuracy of gis based multi criteria decision making technique for delineation of groundwater potential zones,"increased demand of water in different sectors and restriction of water resources, necessitate the planning of groundwater recharge. in this study, groundwater potential zone are delineated by combining remote sensing, geographical information system (gis) and multi criteria decision making (mcdm) techniques in the durg district, chhattisgarh. groundwater potential zones prepared using various thematic layers viz. geology, slope, landuse, lineament, drainage, soil, and rainfall. the thematic layers and their features were assigned suitable weights on the saaty's scale according to their relative significance for groundwater occurrence. the assigned weights of the layers and their features were normalized by using analytic hierarchy process (ahp) and eigenvector method finally; the selected thematic maps were integrated using weighted linear combination method to create the final groundwater potential zone map. each criterion/factor was assigned an appropriate weight based on saaty's 9 point scale and the weights were normalized through the analytic hierarchy process (ahp). the process was integrated in the gis environment to produce the groundwater potential prediction map of the study area. the groundwater potential map of the durg district was found to be 75 % and 56 % accurate for seven and four factors respectively. the groundwater potential zone map was finally validated using the groundwater depth data from 16 pumping wells respectively in the study area."
Kumar et al.,2018,Applied Water Science,futuristic isotope hydrology in the gulf region,"the gulf region is one of the most water stressed parts in the world. water in the region is very scarce, shortage of supply and lacking of renewable water resources, while the demand for water is growing day by day. it is thus essential to implement modern approaches and technologies in addressing water related issues. in this context, isotope hydrology will provide invaluable aid. some of the most important areas of futuristic applications of isotope hydrology include evaluation of aquifer recharge, storage and their recovery system, understanding of dynamic changes due to long term exploitation of the groundwater, development and management of shared groundwater aquifers, fresh groundwater discharge along the arabian gulf, identification and quantification of hydrocarbon contamination in groundwater; soil moisture and solute movement in unsaturated zone, paleoclimate reconstruction, etc. literature survey suggests, in general, not many isotope studies on the above have been reported."
Kuo et al.,2012,Renewable Energy,the feasibility of using circulating groundwater as renewable energy sources for air conditioning in taipei basin,"to reduce the uplift pressure of groundwater, many wells, deep into the chingmei gravel stratum underneath taipei city, were installed during construction of taipei mrt underground stations. these wells can also be used to establish a circulating groundwater system for air conditioning. to study the feasibility of this circulating cooling system and the thermal response of the chingmei gravel stratum, some groundwater parameters of the chingmai gravel stratum were studied such as pumping and recharging capacities, flowdirection, and flow velocity etc. two small scale in situ discharge tests and numerical simulations were used for this purpose. however, the tests could not be performed for a long period to prove the purpose, the computer modeling provided the predicted long time response of the stratum. the discharge tests on the wells confirmed the discharge capacity of the chingmei stratum and the numerical results also indicate that circulating groundwater with a steady temperature can be provided to cool down air conditioners, as long as groundwater is flowing at a slow velocity. this study confirms the feasibility of using the groundwater of the chingmei gravel stratum as a steady and clean cool source for air conditioners. (c) 2011 elsevier ltd. all rights reserved."
Kuper et al.,2017,Water International,groundwater use in north africa as a cautionary tale for climate change adaptation,"the recent history of groundwater use in north africa provides a cautionary tale for climate change adaptation. even though the short  term threats of groundwater overexploitation are clear, and territorially bounded, and involve comparatively few players, in recent decades, agricultural intensification has consistently increased pressure on the available resources. groundwater has been governed through a dynamic interplay between formal rules and informal practices that focused more on maintaining fragile socio political compromises than on ensuring environmental sustainability. if it is to be effective, climate change adaptation will need to muster the sort of political legitimacy that sustainable groundwater management is currently lacking."
Kuper et al.,2017,Hydrogeology Journal,topical collection: groundwater based agriculture in the mediterranean,"this essay introduces a collection of articles that explore the future of groundwater based agriculture in the mediterranean from an interdisciplinary perspective, in a context of declining watertables due to intensive groundwater use. the imminent crisis that many groundwater economies face due to very rapid and intense global change may have severe irreversible social, economic and environmental consequences, but could also be the opportunity to make a clear break with current agricultural development models and move towards more sustainable agricultural practices. the mediterranean region is, therefore, an interesting case for the future of intensive groundwater use, as innovative ideas and practices may emerge and inspire similar groundwater based agricultural systems around the world."
Kurylyk et al.,2019,Wiley Interdisciplinary Reviews-Water,"theory, tools, and multidisciplinary applications for tracing groundwater fluxes from temperature profiles","quantifying groundwater fluxes to and from deep aquifers or shallow sediment is a critical task faced by researchers and practitioners from many environmental science disciplines including hydrology, hydrogeology, ecology, climatology, and oceanography. groundwater discharge to inland and coastal water bodies influences their waterbudgets, thermal regimes, and biogeochemistry. conversely, downward water flow from the land surface or from surfacewater bodies to underlying aquifers represents an important water flux that must be quantified for sustainable groundwater management. because these vertical subsurface flows are slow and typically diffuse, they cannot be measured directly and must rather be estimated using groundwater tracers. heat is a naturally occurring groundwater tracer that is ubiquitous in the subsurface and readily measured. most of the academic literature has focused on groundwater temperature tracing methods capitalizing on the propagation of diel temperature sine waves into sediment beneath surfacewater bodies. such methods rely on temperature time series to infer groundwater fluxes and are typically only viable in the shallow subsurface and in locations with focused groundwater fluxes. alternative methods that utilize temperature depth profiles are applicable across a broader range of hydrologic environments, and point in time measurements can be quickly taken to cover larger spatial scales. applications of these methods have been impeded due in part to the lack of understanding regarding their potential applications and limitations. herein, we highlight relevant theory, thermal data collection techniques, and recent diverse field applications to stimulate further multidisciplinary uptake of thermal groundwater tracing methods that rely on temperature depth profiles. this article is categorized under: water and life > methods science of water > methods water and life > nature of freshwater ecosystems"
Lachaal et al.,2016,Journal of African Earth Sciences,"water resources management strategies and its implications on hydrodynamic and hydrochemical changes of costal groundwater: case of grombalia shallow aquifer, ne tunisia","information on groundwater quantity as well as quality is required by water managers and decision makers for defining a sustainable management strategy. this requires a comprehensive assessment of the surfacewater and groundwater resources. this paper provides an assessment of water resources management strategy in the grombalia region (northeast tunisia) and its impact on quantity and quality evolution of groundwater resources based on an approach that combines (i) hydro climatic data, (ii) field monitoring, (iii) historic piezometric records, and (iv) geochemical and stable isotopes (delta o 18 and delta h 2) analyses. we apply this approach to identify the origin of the various water resources and outline how the actual water management impact the quantity and quality of the groundwater in the region. as consequence of poor water resources management, the shallow groundwater levels have been disrupted: a groundwater rise is observed in the centre and a piezometric drawdown is observed in the upstream regions. groundwater quality degradation was registered especially in the centre and downstream zones. (c) 2016 elsevier ltd. all rights reserved."
Laghari et al.,2012,Hydrology and Earth System Sciences,the indus basin in the framework of current and future water resources management,"the indus basin is one of the regions in the world that is faced with major challenges for its water sector, due to population growth, rapid urbanisation and industrialisation, environmental degradation, unregulated utilization of the resources, inefficient water use and poverty, all aggravated by climate change. the indus basin is shared by 4 countries   pakistan, india, afghanistan and china. with a current population of 237 million people which is projected to increase to 319 million in 2025 and 383 million in 2050, already today water resources are abstracted almost entirely (more than 95% for irrigation). climate change will result in increased water availability in the short term. however in the long term water availability will decrease. some current aspects in the basin need to be re evaluated. during the past decades water abstractions   and especially groundwater extractions   have augmented continuously to support a rice wheat system where rice is grown during the kharif (wet, summer) season (as well as sugar cane, cotton, maize and other crops) and wheat during the rabi (dry, winter) season. however, the sustainability of this system in its current form is questionable. additional water for domestic and industrial purposes is required for the future and should be made available by a reduction in irrigation requirements. this paper gives a comprehensive listing and description of available options for current and future sustainable water resources management (wrm) within the basin. sustainable wrm practices include both water supply management and water demand management options. water supply management options include: (1) reservoir management as the basin is characterised by a strong seasonal behaviour in water availability (monsoon and meltwater) and water demands; (2) water quality conservation and investment in wastewater infrastructure; (3) the use of alternative water resources like the recycling of wastewater and desalination; (4) landuse planning and soil conservation as well as flood management, with a focus on the reduction of erosion and resulting sedimentation as well as the restoration of ecosystem services like wetlands and natural floodplains. water demand management options include: (1) the management of conjunctive use of surface and groundwater; as well as (2) the rehabilitation and modernization of existing infrastructure. other demand management options are: (3) the increase of water productivity for agriculture; (4) crop planning and diversification including the critical assessment of agricultural export, especially (basmati) rice; (5) economic instruments and (6) changing food demand patterns and limiting post harvest losses."
Lamban et al.,2011,Environmental Earth Sciences,application of groundwater sustainability indicators to the carbonate aquifer of the sierra de becerrero (southern spain),"the objective of this study was to test the applicability of groundwater sustainability indicators defined by unesco, together with the international academy of environmental sciences (iaes), the international association of hydrogeology (iah) group on groundwater indicators and the geological survey of spain (igme), to the aquifer scale. we selected four main indicators based on their relevance in the field of groundwater sustainability and because they proved to be the most reliable, based on the data collection and methodology utilized. these indicators were applied to a small 26 km(2) of permeable outcrops carbonate aquifer situated in the province of seville (southern spain), which has semi arid climate conditions (500 mm/year). the integral application of all these indicators in this particular groundwater body leads us to conclude that, at present, the aquifer is undergoing intensive use. therefore, the exploitation of its water resources is surpassing the threshold of sustainability when both the quantity and the quality of the groundwater are taken into consideration. the continued increase in exploitation generates a descending trend in the evolution of the piezometric levels, a consequence of adaptation to the new hydrodynamic situation, and also results in exhaustion of the springs that drain the aquifer in undisturbed conditions. at the same time, there is a trend of increasing salinity in the groundwater and a risk of contamination by nitrate which, according to the eu water framework directive and the groundwater daughter directive (eu official journal of the european communities l327, 2000; eu official journal of the european communities l372/19, 2006), should be controlled and reduced. in the future, application of the methodology described here may prove useful for the evaluation of similar systems, either in southern spain or in other countries with semi arid climates."
Langridge et al.,2018,Water Alternatives-an Interdisciplinary Journal on Water Politics and Development,comparative analysis of institutions to govern the groundwater commons in california,"the management of groundwater, a common pool resource, is a fundamental collective action problem that can lead to overexploitation. our paper examines the management of two groundwater basins in california's central coast region whose geographic proximity, landuse patterns, socioeconomic characteristics, and timing of institutional formation provide an ideal basis for comparative study. however, each basin is governed by a distinctive institutional configuration. the pajaro valley water management agency is a legislatively created special act district with a collective public management focus, while the santa paula groundwater basin is managed through a court adjudication with a rights based focus. we compare the legal and administrative foundations of these institutional arrangements and examine their implications for the polycentric regulation of sustainable groundwater use. we find that while adjudication may specify groundwater rights, an approach that scholars argue can be critical for achieving sustainability, it also promotes insularity with a wider polycentric system and this ultimately limits its management strategies. the special act district, by contrast, does not encourage as clear an allocation of water rights, but does encourage a broad sustainability mission and wider polycentric engagement, though it still struggles with declining groundwater levels. ultimately, neither institutional arrangement fully addresses the problem of groundwater sustainability. this suggests the need for further research on how institutional configurations and developmental pathways impact resource outcomes."
Langridge et al.,2017,Water Resources Management,accounting for climate change and drought in implementing sustainable groundwater management,"groundwater provides close to 40% of california's overall water supply under average hydrologic conditions. it is a critical source of backup during drought when increased pumping occurs to compensate for reduced surface supplies and decreased soil moisture. the conundrum is that in regions of the state where groundwater dependence is already high and rates of recharge are low, over the long term the volume withdrawn, particularly during droughts, generally exceeds replenishment in many regions. the result is overdraft   ongoing declines in groundwater levels over the long term. to facilitate the reduction or cessation of long term groundwater overdraft, this paper proposes that sustainable groundwater management must include the development of a drought reserve. the reserve, ideally sourced, sited and used locally, would encompass sufficient water for use during a drought such that the increased withdrawals during a drought do not result in unrecoverable groundwater declines and concomitant negative impacts. the objective is to reduce vulnerability to the state's periodic droughts, as opposed to mitigating seasonal variations in precipitation. this paper first summarizes the issues associated with developing drought reserves, and then examines in detail how two california groundwater management agencies approach establishing and implementing a drought reserve."
Langroodi et al.,2015,Arabian Journal of Geosciences,spatial and temporal variability analysis of groundwater quantity to landuse/land cover change in the khanmirza agricultural plain in iran,"understanding landuse/cover change (lucc) and groundwater resources is important for landuse planning and natural resource management. the development of agriculture has encouraged farmers in the khanmirza plain in iran to increase the number of agricultural wells and irrigated land over the past three decades. this has caused a continual decrease in groundwater level which threatens life in the groundwater aquifer reservoir. the present study used integrated spatiotemporal analysis to monitor changes in groundwater quantity and lucc for sustainable resource management in khanmirza plain. luccs were extracted using landsat tm data, and groundwater quantity changes were generated for the piezometric and agricultural wells. the periods of analysis were 1987 2000, 2000 2010, and 1987 2010. decision tree classification, ancillary data, and post classification comparison processing was used to classify the images and luccs. results showed that irrigated land increased by approximately 1350 ha and agricultural landscapes trended toward integrated land between 1987 and 2000. the most remarkable change occurred between 2000 and 2010, when the total irrigated land decreased gradually to about 1126 ha and rain fed agriculture increased. the sharp drop in groundwater of from 7.17 to 39.1 m in this region decreased available meadow land to 1000 ha between 1987 and 2010, which decreased the area of potential agricultural land. consequently, fragmentation of landuse occurred throughout the period. these changes have produced devastating effects on different parts of the study area."
Lanzoni et al.,2018,Applied Geochemistry,groundwater in sudan: an improved understanding of wadi directed recharge,"like many dryland regions around the world, the butana region of sudan is almost entirely dependent on groundwater, and its main source of recharge comes from the highly variable 150 200 mm/yr rain that arrives mostly during a three month rainy season. these rains cause ephemeral wadis to flow and flood, and provide a critical component of shallow aquifer replenishment. this study uses watertable fluctuations along a 20 km wadi reach and chemical and stable isotopic tracers in 27 shallow (< 40 m) and 6 deep (70 170 m) wells to show differences between mean recharge in the alluvial aquifer, estimated as 38 105 mm/yr, and the basal nubian sandstone aquifer unit at 13 36 mm/yr. this study suggests while groundwater from the nubian sandstone is predominantly palaeowater of  8 to  6 parts per thousand delta o 18 formed during a wetter, early holocene climate, modern recharge does reach the nubian sandstone aquifer unit in areas < 0.3 km from the wadi. an upstream dam may also focus this wadi directed recharge. in the 1980s, conjunctive use of major and trace geochemistry, isotope, and physical hydrology in the study of wadi recharge was only beginning to gain traction as a sub discipline, and the study of edmunds et al. (1987) in the abu delaig area paved the way for hydrogeochemical studies in unmonitored dryland catchments around the world. thirty years on from that study, the local population has grown tenfold, water extraction has increased to accommodate mining, and an upstream dam has been built. this study, conducted in a 400 km(2) subset of the original lower atbara basin study, answers a previously unanswered question about wadi recharge to the deeper, nubian sandstone aquifer unit and offers a unique three decade perspective on groundwater development in a rural, arid environment expanding beyond its margin of groundwater sustainability."
Larsen et al.,2016,Journal of Contemporary Water Research & Education,"application of environmental tracers in the memphis aquifer and implication for sustainability of groundwater resources in the memphis metropolitan area, tennessee","fourteen years of results from environmental tracer sampling for 3h, he isotopes, noble gases, and sf 6 in production wells screened in the memphis aquifer in memphis, tennessee, are presented and used to determine the age and mass proportion of modern water (<60 years old) pumped from this regionally important public supply aquifer. the results indicate persistent presence of modern water in water pumped from one or more production wells in most of the well fields sampled. the percentage of modern water is quantified by three methods: tritium loading history, inverse geochemical modeling, and lumped parameter modeling. the mixing percentages and ages determined from each technique are generally in agreement, but also emphasize the unique information provided by each tracer and associated modeling approaches. the implications of the tracer data for sustainability and vulnerability are also considered, especially in regard to potential water quality threats to the water supply in the memphis, tennessee, metropolitan area."
Lathashri et al.,2016,Journal of Earth System Science,groundwater sustainability assessment in coastal aquifers,"the present work investigates the response of shallow, coastal unconfined aquifers to anticipated overdraft conditions and climate change effect using numerical simulation. the groundwater flow model modflow and variable density groundwater model seawat are used for this investigation. the transmissivity and specific yield estimated from the existing database range from 10 to 810 m (2)/day and 0.08% to 10.92% respectively. after successful calibration with nash sutcliffe efficiency greater than 0.80, the values of horizontal hydraulic conductivity and specific yield of the unconfined aquifer were set in the range 1.85 61.90 m/day and 0.006 0.24 respectively. after validating the model, it is applied for forecasting the aquifer's response to anticipated future scenarios of groundwater draft, recharge rate and sea level rise. the findings of the study illustrate that saltwater intrusion is intensified in the area adjoining the tidal rivers, rather than that due to the sea alone. of all the scenarios simulated, the immense negative impact on groundwater quality emerges due to overdraft conditions and reduced recharge with the areal extent of seawater intrusion exceeding about 67% (tds > 1 kg/m (3)). the study also arrives at the conclusion that, regional sea level rise of 1 mm/year has no impact on the groundwater dynamics of the aquifer."
Lathashri et al.,2016,Journal of Environmental Engineering,predictive simulation of seawater intrusion in a tropical coastal aquifer,"the solute transport in a tropical, coastal aquifer of southern india is numerically simulated considering the possible cases of aquifer recharge, freshwater draft, and seawater intrusion using numerical modeling software. the aquifer considered for the study is a shallow, unconfined aquifer with lateritic formations having good monsoon rains up to about 3,000mm during june to september and the rest of the months almost dry. the model is calibrated for a two year period and validated against the available dataset, which gave satisfactory results. the groundwater flow pattern during the calibration period shows that for the month of may a depleted watertable and during the monsoon month of august a saturated watertable was predicted. the sensitivityanalysis of model parameters reveals that the hydraulic conductivity and recharge rate are the most sensitive parameters. based on seasonal investigation, the seawater intrusion is found to be more sensitive to pumping and recharge rates compared to the aquifer properties. the waterbalance study confirms that river seepage and rainfall recharge are the major input to the aquifer. the model is used to forecast the landward movement of seawater intrusion because of the anticipated increase in freshwater draft scenarios in combination with the decreased recharge rate over a longer period. the results of the predictive simulations indicate that seawater intrusion may still confine up to a distance of approximately 450 940m landward for the scenarios considered and thus are sustainable. (c) 2015 american society of civil engineers."
Lauer et al.,2018,Journal of Soil and Water Conservation,values and groundwater management in the ogallala aquifer region,"the ogallala aquifer supports agricultural production and rural communities across eight us states, but the aquifer is being depleted in many areas. depletion has continued despite numerous institutional and policy interventions, indicating that research and policy have not resulted in physical stabilization of the valuable common pool resource. we argue that explicit inquiry into the values motivating groundwater use and management is critical to conservation efforts. in this paper, we review and integrate prior social science research in the ogallala region, drawing attention to areas where prior research considers values, implicitly or explicitly, and pointing to new or re emerging areas for research into the relationship between human values and groundwater use, conservation, and management."
Leblanc et al.,2012,Global and Planetary Change,a review of historic and future hydrological changes in the murray darling basin,"the murray darling basin is australia's food bowl and home to many iconic water bodies that are culturally and ecologically highly valued. the recent millennium drought (from mid 1990s to 2009) was the most severe hydrological drought since records started in the late 19th century. it severely impacted on the basin and for many acted as a wake up call. to address the ongoing declines in water resources and environmental conditions and to prepare the region for climate change, australia's governments are currently attempting to introduce a new comprehensive, and integrated approach to the management of the basin's water resources. in this paper, long term time series of climate, hydrological and environmental data are used to analyze how compounding stresses have gradually affected the hydrological system and its services. major hydroclimatic stresses considered in this paper include salinity, water use, droughts, and climate change. other, more localized or minor stresses exist (groundwater extraction, farm dams, afforestation, bush fires, cyanobacterial blooms and pollutants) and are reviewed more briefly. the history of water policy and planning shows that government actions have been strongly influential on the basin. a shift in the strategic goals from water development to the protection and restoration of environmental assets is noticeable since the mid 1990s. median climate change projections by 2030 indicate smaller reductions in rainfall and runoff than those observed during the recent millennium drought, but have a relatively high uncertainty attached to them. the use of regional approaches to reduce that uncertainty, such as statistical downscaling, points to a sizeable decline in rainfall by the end of the century. most climate projections used for planning consider greenhouse emission scenarios that have smaller global emission trends than the one observed over the last decade. other, 'less optimistic' scenarios have to be considered for long term water planning and food security. compounding all these stresses, is the naturally high hydroclimatic variability of this semi arid region, that may have been insufficiently considered during previous water development and planning efforts. successful water planning will need to balance cultural and ecological values with food production, account for high natural variability and uncertainty in climate change projections, learn from past mistakes and be cognizant of future hydrological changes. (c) 2011 elsevier b.v. all rights reserved."
Leduc et al.,2017,Hydrogeology Journal,anthropization of groundwater resources in the mediterranean region: processes and challenges,"a comprehensive overview is provided of processes and challenges related to mediterranean groundwater resources and associated changes in recent decades. while most studies are focused thematically and/or geographically, this paper addresses different stages of groundwater exploitation in the region and their consequences. examples emphasize the complex interactions between the physical and social dimensions of uses and evolution of groundwater. in natural conditions, mediterranean groundwater resources represent a wide range of hydrogeological contexts, recharge conditions and rates of exploitation. they have been actively exploited for millennia but their pseudo natural regimes have been considerably modified in the last 50 years, especially to satisfy agricultural demand (80% of total water consumption in north africa), as well as for tourism and coastal cities. climate variability affects groundwater dynamics but the various forms of anthropization are more important drivers of hydrological change, including changes in landuse and vegetation, hydraulic works, and intense pumpings. these changes affect both the quantity and quality of groundwater at different scales, and modify the nature of hydrogeological processes, their location, timing, and intensity. the frequent cases of drastic overexploitation illustrate the fragility of mediterranean groundwater resources and the limits of present forms of management. there is no easy way to maintain or recover sustainability, which is often threatened by short term interests. to achieve this goal, a significant improvement in hydrogeological knowledge and closer collaboration between the various disciplines of water sciences are indispensable."
Lee et al.,2018,Limnology and Oceanography-Methods,an alternative approach to conventional seepage meters: buoy type seepage meter,"we propose a new type of seepage meter to allow sequential measurements of submarine groundwater discharge (sgd) rate and sgd driven chemical flux at a point on seawater and groundwater interface. the system works on the basis of ah, the difference in head between groundwater and seawater at groundwater  seawater interface, and uses a vertical cylinder fixed to a buoy to derive groundwater outflow corresponding to ah from the seepage meter chamber to the vertical cylinder. laboratory tank tests showed that volumetric flow rate (q) from the buoy type seepage meter (bsm) compared very well with conventional seepage meter (csm). the linear relationship between q measurements with the two methods is also statistically significant (r 2 = 0.976). two sample t test reveals that there is not a significant difference between means of q measurements with the two methods. r 2 values of linear regressions between volumetric flow rate (q) and ah are 0.993 with the bsm, and 0.972 with the csm. field tests with the bsm at bangdu bay of jeju island, korea also show linear relationship (r 2 = 0.86) between sgd flux and ah, and sgd flux and sgd derived chemical fluxes are inversely related to tides. both results of laboratory and field tests support that the proposed seepage meter can be an alternative to the conventional seepage meters for measuring sgd flux, and that it can be used to monitor temporal variations of sgd flux and sgd driven chemical fluxes simultaneously."
Lee et al.,2017,Journal of Groundwater Science and Engineering,groundwater status and associated issues in the mekong lancang river basin: international collaborations to achieve sustainable groundwater resources,"groundwater is an important and readily available source of fresh water in the mekong lancang river basin. with a rapid population growth and increasing human activities, an increasing number of countries in the mekong lancang river basin are experiencing depleted and degraded groundwater supplies. in transboundary river basins, such as the mekong lancang river, prioritizing the use of the shared aquifer by one riparian government may affect the opportunities of other riparian governments and lead to potential water conflicts between neighboring countries. to promote the sharing of strategies and information for the sustainable and equitable use of water resources of the shared basin, international collaborative workshops on groundwater resources have been organized for all mekong lancang river countries. these workshops provide an opportunity to communicate and discuss nationally sensitive issues on groundwater by the associated countries, with topics covering multiple aspects of groundwater, such as the groundwater status in the basin, quality issues, water use conflicts, hydrological information gaps, management policies and capacity building for successful water resource management. consensus has been reached by all countries on the importance of catchment based groundwater management and the need for close communication among the countries. strategies for managing transboundary aquifer issues must foster international collaboration based on the regional network, influence national networks and enhance the capacity to building maps and monitoring systems based on associated databases. the sustainability of water resources cannot be achieved without the integrated involvement and contributions by multiple countries and various stakeholders. therefore, collaborative workshops provide a great opportunity to further our understanding of the hydrologic processes of the mekong river basin, share the benefits of the aquifer and provide a strategy and vision for sustainable water resource management in the mekong lancang river countries."
Lee et al.,2018,Journal of Hydrology-Regional Studies,assessment of transboundary aquifer resources in asia: status and progress towards sustainable groundwater management,"study region: asia. study focus: internationally shared aquifers (transboundary aquifers; tbas) are recognised as an important water resource in asia. despite their importance, studies on the assessment of tba resources have received less attention in comparison to transboundary rivers. a lack of expertise, experience, and institutional support has restricted the cooperative and sustainable management of the shared aquifer resources. this study attempts to provide a comprehensive overview of the status of transboundary groundwater resources in asia, including the tba inventories, socioeconomic implications, and future perspectives. specifically, the study focuses on the progress of the assessment of tbas in asia as a result of the internationally shared aquifer resources management initiative (isram). new hydrological insights for the region: in asia, tbas have played a major role in providing freshwater resources and sustaining socio economic development. since 2000, many regional cooperative initiatives have achieved considerable progress in developing tba inventories of asia, but the level of understanding of the shared aquifer systems remains limited, particularly for the developing countries. legal and institutional frameworks for regional tba cooperation are vital, and many countries in asia have come to recognise the need to cooperate with their neighbours in dealing with tba governance. sustainable and equitable management of tba in asia requires an increasing effort from different sectors and countries in order to reach mutual acceptance of effective cooperation."
Lee et al.,2016,Hydrological Processes,"submarine groundwater discharge revealed by aerial thermal infrared imagery: a case study on jeju island, korea","submarine groundwater discharge (sgd) is a global phenomenon that carries large volumes of groundwater and dissolved chemical species such as nutrient, metals, and organic compounds to coastal zones. we report the influence of sgd on the coastal waters of jeju island, korea, using high resolution aerial thermal infrared (tir) mapping techniques and field investigations. an aircraft based system was implemented using a cost effective tir camera for aerial tir mapping. ground based calibrations and system integration with gps/imu (global positioning system/inertial measurement unit) were performed for the aerial systems. the aerial surveys showed distinct low temperature signatures of sgd along the coasts of jeju island, revealing large groundwater inputs from the coastal aquifers to the ocean. multiple aerial surveys over a range of seasons and tidal stages revealed that sgd rates dynamically affect the sea surface temperature (sst) of the coastal zone. the in situ measurements supported that sgd has a substantial influence on the coastal water chemistry as well as sst. our observations highlight the extent to which aerial based tir mapping can serve as a powerful tool for studying sgd and other coastal processes. copyright (c) 2016 john wiley & sons, ltd."
