Author,Year,Journal,Title,Abstract
Kollet et al.,2003,Journal of Hydrology,"stream depletion predictions using pumping test data from a heterogeneous stream aquifer system (a case study from the great plains, usa)","stream depletion predictions using pumping test data from a heterogeneous stream aquifer system (a case study from the great plains, usa)"
Kourakos et al.,2009,Advances in Water Resources,pumping optimization of coastal aquifers based on evolutionary algorithms and surrogate modular neural network models,"pumping optimization of coastal aquifers involves complex numerical models. in problems with many decision variables, the computational burden for reaching the optimal solution can be excessive. artificial neural networks (ann) are flexible function approximators and have been used as surrogate models of complex numerical models in groundwater optimization. however, this approach is not practical in cases where the number of decision variables is large, because the required neural network structure can be very complex and difficult to train. the present study develops an optimization method based on modular neural networks, in which several small subnetwork modules, trained using a fast adaptive procedure, cooperate to solve a complex pumping optimization problem with many decision variables. the method utilizes the fact that salinity distribution in the aquifer, depends more on pumping from nearby wells rather than from distant ones. each subnetwork predicts salinity in only one monitoring well, and is controlled by relatively few pumping wells falling within certain control distance from the monitoring well. while the initial control area is radial, its shape is aclaptively improved using a hermite interpolation procedure. the modular neural subnetworks are trained adaptively during optimization, and it is possible to retrain only the ones not performing well. as optimization progresses, the subnetworks are adapted to maximize performance near the current search space of the optimization algorithm. the modular neural subnetwork models are combined with an efficient optimization algorithm and are applied to a real coastal aquifer in the greek island of santorini. the numerical code seawat was selected for solving the partial differential equations of flow and density dependent transport. the decision variables correspond to pumping rates from 34 wells. the modular subnetwork implementation resulted in significant reduction in cpu time and identified an even better solution than the original numerical model. (c) 2009 elsevier ltd. all rights reserved."
Kulkarni et al.,2004,Hydrogeology Journal,groundwater demand management at local scale in rural areas of india: a strategy to ensure water well sustainability based on aquifer diffusivity and community participation,"watershed development programmes provide an opportunity for sustainable management strategies, although currently, they remain largely 'supply side' mechanisms of water resources development. hydrogeological conditions, community participation and status of groundwater usage are important in evolving strategies on 'demand side' groundwater management. neemkheda aquifer is a typical low storage, low hydraulic conductivity aquifer from a watershed in the dryland regions of madhya pradesh state of central india. a shallow unconfined aquifer, it consists of an upper coarse, calcareous sandstone unit underlain by a fine grained sandstone unit. a 'well commune' of seven wells is poised to test the concept of joint groundwater management, wherein wells are mechanisms of tapping a common water source, the neemkheda aquifer. the strategy for systematic groundwater management in the neemkheda well commune is based upon the relationship between transmissivity (t) and storage coefficient (s), i.e. aquifer diffusivity, and its variation within the aquifer. wells within a high diffusivity domain tend to dewater more quickly than wells within a low diffusivity domain. a well use schedule during the dry season, based upon aquifer diffusivity forms the basis of the groundwater management concept. the distribution of local aquifer diffusivities governs the relationship between local and regional aquifer depletion times and forms the basis of the groundwater management exercise being proposed for the neemkheda aquifer."
Kunstmann et al.,2006,Journal of Hydrology,direct propagation of probability density functions in hydrological equations,"sustainable decisions in hydrological risk management require detailed information on the probability density function (pdf) of the model output. only then probabilities for the failure of a specific management option or the exceedance of critical thresholds (e.g. of pollutants) can be derived. a new approach of uncertainty propagation in hydrological equations is developed that directly propagates the probability density functions of uncertain model input parameters into the corresponding probability density functions of model output. the basics of the methodology are presented and central applications to different disciplines in hydrology are shown. this work focuses on the following basic hydrological equations: (1) pumping test analysis (theis equation, propagation of uncertainties in recharge and transmissivity), (2) 1 dim groundwater contaminant transport equation (gauss equation, propagation of uncertainties in decay constant and dispersivity), (3) evapotranspiration estimation (penman monteith equation, propagation of uncertainty in roughness length). the direct propagation of probability densities is restricted to functions that are monotonically increasing or decreasing or that can be separated in corresponding monotonic branches so that inverse functions can be derived. in case no analytic solutions for inverse functions could be derived, semi analytical approximations were used. it is shown that the results of direct probability density function propagation are in perfect agreement with results obtained from corresponding monte carlo derived frequency distributions. direct pdf propagation, however, has the advantage that is yields exact solutions for the resulting hydrological pdfs rather than approximating discontinuous frequency distributions. it is additionally shown that the type of the resulting pdf depends on the specific values (order of magnitude, respectively) of the standard deviation of the input pdf. the dependency of skewness and kurtosis of the propagated pdf on the coefficient of variation of input parameter uncertainty is detected to be non monotonic with distinctive maxima. (c) 2006 elsevier b.v. all rights reserved."
Kustu et al.,2010,Journal of Hydrology,large scale water cycle perturbation due to irrigation pumping in the us high plains: a synthesis of observed streamflow changes,"we explore the influence of long term, large scale irrigational pumping on spatial and seasonal patterns of streamflow regimes in the high plains aquifer using extensive observational data to elucidate the effects of regional scale human alterations on the hydrological cycle. streamflow, groundwater and precipitation time series spanning all or part of the period of intensive irrigation development (1940 1980) in the region were analyzed for trend and step changes using the non parametric mann kendall test and the parametric student's t test, respectively. based on several indicators to evaluate the streamflow groundwater connection degree over the high plains aquifer, we found a systematic decrease in the hydraulic connection between groundwater and streamflow from the northern high plains to southern high plains. trends and step changes are consistent with this regional pattern. decreasing trends in annual and dry season (mean july august) streamflow and increasing trends in the number of low flow days are prevalent in the northern high plains with a gradual decrease in trend detection towards the south. additionally, field significance of trends was assessed by the regional kendall's s test over the period of most intensive irrigation development (1940 1980). the step change results imply that the observed decreases in streamflow are likely attributable to the significant declines in groundwater levels and unlikely related to changes in precipitation because the majority of precipitation data over the region did not reveal any significant changes. thus, it is very likely that extensive irrigational pumping have caused streamflow depletion, more severely, in the northern high plains, and to a lesser extent in the southern high plains over the period of study. (c) 2010 elsevier b.v. all rights reserved."
Ladouche et al.,2005,Journal of Hydrology,hydrochemical assessment of the rochefort marsh: role of surface and groundwater in the hydrological functioning of the wetland,"the interaction between a wetland (the rochefort agricultural marsh) and its underlying aquifers was studied using both geochemical and isotopic approaches. water from the various components of the hydrosystem (water from ditches, shallow 'bri' groundwater (silty clay deposits), deep 'bri' groundwater and groundwater in the kimmeridgian aquifer (confined and unconfined) was sampled and analysed for major and trace elements (sr, br), stable water isotopes (o 18 and h 2) and sr isotopes. the salinity of groundwater in the marsh (cl up to 15.5 g/l) can be attributed to seawater trapped in the clay sediments during the flandrian (12,000 6400 bp). the groundwater has since undergone more or less major chemical evolution due to water rock interactions and mixing with fresh water (rainwater, ditch water and kimmeridgian groundwater from the edge of the marsh). the chemical characteristics of the groundwater in the confined kimmeridgian underlying the bri formation exclude the possibility of a salt wedge. the combined use of delta o 18, delta h 2, cl, br and sr contents and sr 87/sr 86 ratios enabled exchanges between surfacewater in marsh canals and ditches and groundwater in the shallow bri aquifer ( < 2 m), and between groundwater in the deep bri (> 7 m) and in the confined kimmeridgian (> 18 m) aquifers, to be defined and quantified. during the summer, the ditches recharge the shallow bri aquifer by sub irrigation (gravity flow) by up to 26%. the presence of a very compact layer of clay, 1 2 m deep, prevents the rapid recharge of the deep bri aquifer by rainfall and direct hydraulic connections between the ditches and the deep bri aquifer. on the scale of the marsh, the confined kimmeridgian groundwater recharges the bri aquifer by upward flow (maximum contribution estimated to be 76 +/  13%), this flow being relatively limited and preferentially on the edge of the marsh. the deep bri groundwater contributes very locally to recharging the confined kimmeridgian aquifer (maximum contribution estimated to be 61 +/  36%). this study demonstrates the interest in combining hydrological and geochemical tools in order to identify and quantify the hydraulic interconnections between a wetland and its groundwater components. a prior understanding of how wetlands function is crucial for the sustainable management of such ecosystems. (c) 2005 elsevier b.v. all rights reserved."
Lamontagne et al.,2002,Marine and Freshwater Research,"groundwater delivery rate of nitrate and predicted change in nitrate concentration in blue lake, south australia","blue lake, the principal water supply for the city of mount gambier (south australia), is contaminated with nitrate (no3 ) from polluted groundwater. using existing data, a study was undertaken to determine the past load of no3  from groundwater entering the lake and to forecast future trends in lake no3  concentration. groundwater no3  loads for the 1971 1997 period were estimated with an inverse model, which combined the long term record for no3  concentration in the lake with a simple no3  mass balance. model results show that the load of no3  from groundwater (18 24 metric tons (t) year( 1) as n) was by far the largest source to blue lake between 1971 and 1997. sinks for no3  included pumping withdrawal (10 14 t year( 1)), in lake consumption (7 10 t year( 1)), and groundwater outflow (0 1.8 t year( 1)). the no3  concentration in incoming groundwater (4 7 mg n l 1) appears to have increased slowly but steadily during the 1971 1997 period (at a rate varying between 0.037 and 0.070 mg n l 1 year( 1)). by assuming that the rate of increase in groundwater no3  concentration will remain constant, a forecast for lakewater no3  concentration was made for the 1998 2028 period. lakewater no3  concentration should increase from the contemporary similar to3.5 mg n l 1 to 4 or 5 mg n l 1 by 2028. in the short term (decades), the rate of pumping withdrawal will be the main determinant of no3  concentration in the lake through its impact on the rate of groundwater inflow and the lake water residence time. although the drinking water guideline for no3  (11.3 mg n l 1) may not be exceeded in the short term (decades), it may be exceeded in the longer term (centuries) as no3  concentration in the neighbouring aquifer adjusts to the contemporary landuse."
Lamontagne et al.,2005,Journal of Hydrology,"groundwater use by vegetation in a tropical savanna riparian zone (daly river, australia)","soil water matric potentials (psi(m)) and the deuterium (delta(2)h) composition at natural abundance levels of xylem water, soil water, river water and groundwater were used to evaluate whether trees use groundwater during the dry season in the riparian zone of the daly river (northern territory, australia). groundwater was a significant source of water for plant transpiration, probably accounting for more than 50% of the water transpired during the dry season. groundwater use occurred either when trees used water from the capillary fringe or when low psi(m) induced by soil water uptake lifted groundwater in the vadose zone. several water use strategies were inferred within the riparian plant community. melaleuca argentea w. fitzg and barringtonia acutangula (l.) gaertn. appeared to be obligate phreatophytes as they used groundwater almost exclusively and were associated with riverbanks and lower terraces with shallow ( < 5 m) watertables. several species appeared to be facultative phreatophytes (including cathorium umbellatum (vahl.) kosterm. and acacia auriculiformiis a. cunn. ex benth.) and tended to rely more heavily on soil water with increased elevation in the riparian zone. the levee bound corymbia bella k.d. hill and l.a.s. johnson mostly used soil water and is either a facultative phreatophyte or a non phreatophyte. the temporal variability in groundwater utilisation by the trees is unclear because the study focused on the end of the dry season only. a decline in the regional watertable as a result of groundwater pumping may affect the health of riparian zone vegetation in the daly river because groundwater use is significant during the dry season. (c) 2005 elsevier b.v. all rights reserved."
Lankford et al.,2007,Global Environmental Change-Human and Policy Dimensions,equilibrium and non equilibrium theories of sustainable water resources management: dynamic river basin and irrigation behaviour in tanzania,"the model of a variable climate driving natural resource behaviour, use and. management of rangelands in sub saharan africa has been well explored within the non equilibrium ecology discourse. this paper argues that concepts found in rangelands non equilibrium thinking have considerable utility if applied to irrigation and river basin management in african savannah landscapes when irrigation has grown in area and coalesced into a larger behavioural unit. the paper suggests that a theory of transition is common to successful rangelands and water management under non equilibrium conditions. a framework of sustainable water resources utilisation underpinned by non equilibrium thinking is presented, and some conceptual concerns regarding normative management solutions to water scarcity in africa are illuminated. alternative solutions are underpinned by managing water within, and facilitating transitions between, three water supply states: critical water; medial water and bulk water. the discussion is informed by a case study from southwest tanzania. (c) 2006 elsevier ltd. all rights reserved."
Lavapuro et al.,2008,Boreal Environment Research,groundwater sustainability indicators: testing with finnish data,"the objective of the study was (1) to test the applicability of the groundwater indicators defined by the unesco/iaea/iah working group on groundwater indicators at different scales (national/regional/aquifer) by using the data from finland, and (2) to assess the availability and suitability of data. the indicators allow for assessment of groundwater abundance in proportion to population and water use, as well as its quality and vulnerability. the data used include groundwater recharge estimates, water use and treatment statistics, extent of classified groundwater areas, hydrogeology and groundwater quality (background, chloride and raw water). the indicators show that finnish groundwater is generally in good shape and of relatively good quality. the groundwater used is renewable and can theoretically be used on a larger scale and enhanced by artificial recharge. the indicators could be more useful in decision making if focussed on a smaller area, as the relevant decisions concerning groundwater resources are commonly made locally or regionally. spatial representativeness of samples and data source selection emerged as key considerations."
Lavigne et al.,2010,Canadian Water Resources Journal,numerical simulation of groundwater flow in the chateauguay river aquifers,"the chateauguay river watershed extends over northeastern new york state (usa) and southwestern quebec (canada). fractured sedimentary rocks of the st. lawrence platform host the regional aquifers. quaternary sediments of variable thickness of up to 45 m overlie the bedrock. the geometric mean hydraulic conductivity of the bedrock aquifers obtained from 548 field measurements is 5.1 x 10( 5) m/s with a standard deviation of 0.7 of the logarithms. the modelled area extends from the foothills of the adirondacks to the st. lawrence river and covers 2,850 km(2). the numerical groundwater flow model was developed using the finite element simulator feflow. the model has 13 layers with layer thicknesses ranging from 5 m for the top layer to 75 m for the bottom layer. the average thickness of the numerical model is 655 m, for a total volume of 1,868 km(3). the st. lawrence river is considered as a specified head boundary; the base and other lateral limits are considered as no flow boundaries, whereas a head and conductivity dependent boundary is specified along major streams and wetlands. spatial recharge rate is applied as a specified flux across the top of the model and was fixed during calibration to reduce model uncertainty. groundwater withdrawal of 34 mm(3)/yr is assigned using sinks for major wells and as a uniform negative flux across the top of the model to account for domestic and other diffuse uses. calibration was carried out against 153 hydraulic head measurements, with horizontal hydraulic conductivity and vertical anisotropy used as calibration parameters. the regional groundwater flow amounts to 268 mm(3)/yr: 12.7% is withdrawn for domestic purposes; aquifer contribution to streams and wetlands is 176 mm(3)/yr, and 55 mm(3)/yr is discharged to the st. lawrence river. groundwater flow appears to be controlled by the sub horizontal bedding planes contributing to relatively high vertical anisotropy."
Lavigne et al.,2010,Canadian Water Resources Journal,regional sustainability of the chateauguay river aquifers,"a steady increase in groundwater use in the chateauguay river watershed has led to potential conflicts between various groundwater users. this study summarizes the quantity and sustainability estimations of the groundwater resources within this basin. regional sustainability is defined with simulated drawdowns from uniform withdrawal scenarios compared to water levels obtained without any withdrawal. three sustainable conditions are defined: sustainable withdrawal, withdrawal with increased drawdown, and unsustainable withdrawal. the current withdrawal rate of 34 mm(3)/yr results in a median drawdown of 1.5 m, compared to pre development conditions. this drawdown is well within the range considered sustainable, an indication that regional aquifers are not currently overexploited. a hypothetical pumping rate of 48 mm(3)/yr, resulting in an average drawdown of 2.2 m, is the estimated sustainable limit. increasing exploitation from 48 to 122 mm(3)/yr would need tight control and planning. withdrawal rates beyond 122 mm(3)/yr are judged not sustainable as the regional median drawdown would exceed 8 m. the water levels in recharge areas are the most sensitive to groundwater extraction. the combination of aquifer sensitivity to recharge variations, simulated drawdown maps, and aquifer vulnerability to surface contamination reveals the most sensitive areas of the regional aquifers, areas that would need particular attention and protection by groundwater managers."
Lee et al.,2007,Geophysical Research Letters,estimating submarine discharge of fresh groundwater from a volcanic island using a freshwaterbudget of the coastal water column,"the magnitude of submarine fresh groundwater discharge (sfgd) was estimated using a freshwaterbudget of the coastal water, which was calculated from salinity anomalies off a volcanic island, jeju, korea. we obtained high resolution profiles of salinity from the entire coastal area of jeju island using accurate ctd sensors. lower salinity anomalies relative to the pristine offshore seawaters were observed and assumed to be a result of sfgd on the basis of negligible surface runoffs from the island and the relatively high levels of rn 222 in the low salinity waters. the sfgd flux during the study period calculated from a freshwaterbudget of the water column was 2.5   3.8 x 10(6) m(3) d( 1), which is close to the long term average based on the inland waterbalance. our study shows that sfgd can be accurately and easily measured using a freshwaterbudget of the coastal waters off a highly permeable coastal zone with little surface runoff."
Lee et al.,2005,Geosciences Journal,dependency of hydrologic responses and recharge estimates on water level monitoring locations within a small catchment,"estimation of groundwater recharge is essential for planning sustainable groundwater development. in this study, recharge ratios were estimated using the groundwater hydrographs obtained from monitoring wells located in a small catchment (0.256 km(2)). the catchment area is a triangular alluvial plain bounded by gentle hills and a large stream. for the recharge estimation, the modified watertable fluctuation (wtf) method was used. although the study area is very small, the groundwater hydrographs were very different depending on the thickness of the unsaturated zone and the distance of the monitoring well from the main stream. where the unsaturated zone is thick, the groundwater level changes smoothly in response to rainfall and resulting amplitude is small. in addition, the hydrographs closer to the stream showed quicker responses and larger fluctuations. resultant recharge estimates showed a very wide variation between 2.5 and 20.1%. compared with 12.7% estimated by other study mainly based on the waterbudget analyses, the recharge ratios were underestimated in upgradient area (hills) while they were overestimated in downgradient area (stream). therefore, for representative and appropriate recharge estimation based on the groundwater hydrographs, it appears that the monitoring location is most important."
Lee et al.,2007,Journal of Hydrology,"analysis of water movement through an unsaturated soil zone in jeju island, korea using stable oxygen and hydrogen isotopes","in order to analyze water movement through an unsaturated soil zone in jeju island, korea, temporal variations in the oxygen 18 and deuterium isotopes of precipitation and soil waters at three different depths were monitored for about one year. the stable oxygen and hydrogen isotopic compositions of the soil waters are plotted between or near the two local meteoric water lines for summer and winter precipitation indicating that the soil waters were recharged from the year around precipitation, and evaporation was negligible even during hot summer season in the study area. mean residence times of the soil waters were then estimated from the delta o 18, delta d, and deuterium excess or d values of the precipitation and soil waters using two well mixed or exponential models (em) and one exponential piston flow model (epm). the regression results show that the combination of the exponential piston flow model and the d values of the precipitation and soil waters gives the most reasonable estimation of the mean residence times of the soil waters in the study area. it suggests that the deuterium excess or d values can be used as a better parameter than the delta o 18 or delta d values alone for estimating mean residence times of subsurfacewaters not only in korea but also in other northeast asian countries. the estimated low moisture contents and hydraulic diffusivities of the soils at the three different depths also indicate that the boundary between the upper fine grained soil and the lower coarse grained soil may act as a capillary barrier, and the soil waters probably flow slowly through micropores rather than rapidly through macropores in the unsaturated soil zone. (c) 2007 elsevier b.v. all rights reserved."
Lemming et al.,2010,International Journal of Life Cycle Assessment,life cycle assessment of soil and groundwater remediation technologies: literature review,"life cycle assessment (lca) is becoming an increasingly widespread tool in support systems for environmental decision making regarding the cleanup of contaminated sites. in this study, the use of lca to compare the environmental impacts of different remediation technologies was reviewed. remediation of a contaminated site reduces a local environmental problem, but at the same time, the remediation activities may cause negative environmental impacts on the local, regional, and global scale. lca can be used to evaluate the inherent trade off and to compare remediation scenarios in terms of their associated environmental burden. an overview of the assessed remediation technologies and contaminant types covered in the literature is presented. the lca methodologies of the 12 reviewed studies were compared and discussed with special focus on their goal and scope definition and the applied impact assessment. the studies differ in their basic approach since some are prospective with focus on decision support while others are retrospective aiming at a more detailed assessment of a completed remediation project. the literature review showed that only few life cycle assessments have been conducted for in situ remediation technologies aimed at groundwater threatening contaminants and that the majority of the existing literature focuses on ex situ remediation of contaminated soil. the functional unit applied in the studies is generally based on the volume of contaminated soil (or groundwater) to be treated; this is in four of the studies combined with a cleanup target for the remediation. while earlier studies often used more simplified impact assessment models, the more recent studies based their impact assessment on established methodologies covering the conventional set of impact categories. ecotoxicity and human toxicity are the impact categories varying the most between these methodologies. many of the reviewed studies address the importance of evaluating both primary and secondary impacts of site remediation. primary impacts cover the local impacts related to residual contamination left in the subsurface during and after remediation and will vary between different remediation technologies due to different cleanup efficiencies and cleanup times. secondary impacts are resource use and emissions arising in other stages of the life cycle of the remediation project. among the reviewed literature, different approaches for modeling the long term primary impacts of site contamination have been used. these include steady state models as well as dynamic models. primary impacts are not solely a soil contamination or surfacewater issue, since many frequently occurring contaminants, such as chlorinated solvents, have the potential to migrate to the groundwater as well as evaporate to ambient air causing indoor climate problems. impacts in the groundwater compartment are not included in established impact assessment methodologies; thus, the potential groundwater contamination impacts from residual contamination are difficult to address in lca of site remediation. due to the strong dependence on local conditions (sensitivity of groundwater aquifer, use for drinking water supply, etc.) a more site specific impact assessment approach than what is normally applied in lca is of relevance. the inclusion of groundwater impacts from soil contaminants requires the definition of an impact category covering human toxicity via groundwater or the inclusion of these impacts in the human toxicity impact category and the associated characterization models and normalization procedures. when evaluating groundwater impacts, attention should also be paid to potentially degradable contaminants forming metabolites of higher human toxic concern than the parent compound."
Lepper et al.,2005,Environmental Geology,"groundwater development in lemoa, guatemala","in the rural guatemalan central highlands, drinking water wells are a rare commodity due to lack of data regarding depth and sustainability of groundwater. at a study well in lemoa, aquifer sustainability and other characteristics were estimated using hydrograph data and theis's recovery method for pumping tests. these tests showed that while specific capacity remained fairly constant, transmissivity increased, indicating development of the well subsequent to installation of the study well. the time domain electromagnetic (tdem) method was evaluated at the site as a prospective groundwater prospecting technique. characterization of subsurface conditions using tdem is feasible with local subsurface data for correlation; however, it is limited to delineating low electrical resistive zones without geologic data for correlation. data showed that groundwater produced from volcanic alluvium at approximately 79 in in depth is sustainable at the study area at current use rates."
Li et al.,2010,Water Sa,optimising the allocation of groundwater carrying capacity in a data scarce region,"traditional analysis approaches to water resource carrying capacity cannot be directly applied to data deficient regions where water resources have been exploited excessively. gross domestic products (gdps) also cannot be used directly as objective functions of regional benefits. new objective functions should be established by analysing limited available data and mining useful implied information. based on the principle of water resource supply demand balance, a new evaluation criterion of regional benefits is presented using the non linear regression analysis approach. an analysis model of groundwater carrying capacity was then established and is solved with the lagrange multiplier method. a case study of groundwater resource carrying capacity in 2010 and 2015 in the yaoba oasis irrigation district, alxa left prefecture, inner mongolia autonomous region, china, was performed. results demonstrate that the model has the ability of evaluating and determining the groundwater resource carrying capacity in this overloaded and data scarce region. the carrying capacity level of groundwater in this irrigation district is rather low and the development potential is limited. in order to reduce the exploitation of groundwater resources and achieve the sustainable development of the oasis in future, a system of agricultural water saving irrigation must be set up to reduce the irrigation quotas and the irrigation water requirement. the arable areas should be reduced and the living standards of local people should also be raised. the results obtained from these applications have proved that the analysis model presented in this study is a new and promising method which can be employed in data scarce and overloaded regions."
Li et al.,2006,Environmental Geology,"application of hydrochemical signatures to delineating portable groundwater resources in ordos basin, china","the ordos basin of china encompasses shaanxi, gansu, and shanxi provinces, ningxia and inner mongolia autonomous regions. it lacks significant surfacewater resources. among the water bearing formations, the luohe formation, with an area of 1.32 x 10(5) km(2), is the most prospective aquifer. groundwater quality data collected at 211 boreholes drilled into the luhe formation indicate a complex distribution of groundwater chemistry. the hydrochemical properties were used to study the recharge, runoff, and discharge conditions of the groundwater in ordos basin and to evaluate sustainable groundwater resources. in the northern part of the basin, the hydrochemistry types and the total dissolved solids (tds) show a clear lateral transition from see to nww, indicating that the groundwater gets recharge in the northwest region and discharges in the southeast region. in the southern part of the basin, maximum tds occurs at the center of the malian river valley, from which the tds decreases radially. therefore, the groundwater in the southern basin gets recharge from the southeast and southwest regions, and the malian river valley is the discharge zone. as a result of this research, the areas with portable groundwater were delineated. they include most of the southeast region of the sishili ridge, east of the ziwu mountain, and the southwest corner of the basin. the tds of the groundwater in these regions is less than 1 g/l, and the hydrochemistry type is either hco3 or hco3 center dot so4."
Liou et al.,2010,Environmental Earth Sciences,"alternative water resources in granitic rock: a case study from kinmen island, taiwan","kinmen island is a small, tectonically stable, granitic island that has been suffering from a scarcity of fresh water resources due to excessive annual evapotranspiration over annual precipitation. recent studies further indicate that shallow (0 70 m) sedimentary aquifers, the major sources of groundwater supply, have already been over exploited. therefore, this preliminary study is to investigate the existence of exploitable water resources that can balance the shortage of fresh water on this island. site characterization data are obtained from island wide geophysical surveys as well as small scale tests performed in a study area formed by three deep (maximum depth to 560 m) vertical boreholes installed in mid east kinmen northeast to taiwu mountain. vertical fracture frequency data indicate that the rock body is fractured with a spatially correlated pattern, from which three major fracture zones (depths 0 70, 330 360, and below 450 m) can be identified. geologic investigations indicate that the deepest fracture zone is caused by the large scale, steeply dipping taiwushan fault. this fault may have caused a laterally extensive low resistivity zone, a potential fractured aquifer, near taiwu mountain. the middle fracture zone is induced by the taiwushan fault and intersects the fault approximately 21 m southeast of the study area below a depth of 350 m. slug testing results yield fracture transmissivity varying from 4.8 x 10( 7) to 2.2 x 10( 4) m(2)/s. cross hole tests have confirmed that hydraulic connectivity of the deeper rock body is controlled by the taiwushan fault and the middle fracture zone. this connectivity may extend vertically to the sedimentary aquifers through high angle joint sets. despite the presence of a flow barrier formed by doleritic dike at about 300 m depth, the existence of fresh as well as meteoric water in the deeper rock body manifests that certain flow paths must exist through which the deeper fractured aquifers can be connected to the upper rock body. therefore, groundwater stored within the taiwushan fault and the associated low resistivity zone can be considered as additional fresh water resources for future exploitation."
Liou et al.,2009,Environmental Geology,"geochemical investigation of groundwater in a granitic island: a case study from kinmen island, taiwan","kinmen island is principally composed of low permeable granitoid and covered by a very thin sedimentary layer. both surface and groundwater resources are limited and water demand is increasing with time. the groundwater in the granitoid has been surveyed as an alternative water source for daily use. two to five highly fractured zones in the granitoid aquifer for each site were first determined by geochemical well logging. accordingly, ten samples were collected from three sites. using environmental isotopes and geochemical modeling, geochemical processes occurring due to water rock interaction in the granitoid aquifer can be quantitatively interpreted. the stable isotopes of oxygen and hydrogen in groundwaters cluster along taiwan's local meteoric waterline, indicating evaporation does not have considerable effect on groundwaters. given such a high evaporation rate for kinmen island, this result implies that infiltration rate of groundwater is high enough to reduce retention time through a well developed fracture zone. netpathxl is employed for inverse geochemical modeling. results determine gypsum as being the major source of sulfate for deep groundwaters. the contribution from pyrite is minor. in addition, the weathering of albite to kaolinite is the dominant water rock interaction characterizing geochemical compositions of deep groundwater in kinmen island."
List et al.,2008,Hydrologie Und Wasserbewirtschaftung,estimates of future drinking water demand in private households as orientation for a sustainable water management,"the drinking water consumption of private households in the supply area of the oldenburgisch ostfriesischer wasserverband (oowv) has increased for many years. in order to guarantee the future water supply as well as sustainable groundwater management practices, future water demands need to be estimated. this paper introduces a method to estimate future water demand based on easily available statistical data."
Liu et al.,2010,Water Resources Management,management of high groundwater level aquifer in the taipei basin,management of high groundwater level aquifer in the taipei basin
Liu et al.,2008,Hydrological Processes,characterization of groundwater quality in kinmen island using multivariate analysis and geochemical modelling,"kinmen is located in the south west of mainland china and mainly has two islands, large kinmen and leiyu. residents in kinmen have drunk groundwater over several decades. this work characterized the quality of groundwater in kinmen using factor analysis (fa), cluster analysis (ca) and geochemical simulation. the factor scores were plotted spatially to illustrate the groundwater quality and were used to discuss the grouped relationship using ca. salinization, redox and organic matter factors are identified from 17 hydrochemical measurements in 18 wells. acidic and oxidizing groundwater with nitrate n pollution is distributed mainly in the west of large kinmen. saline groundwater is distributed to the north east of large kinmen and in the south of leiyu. groundwater with organic matter is present throughout leiyu. five groups of the groundwater quality divided by ca can be interpreted according to one to three factors. the grouped characteristics of the groundwater quality help the local government and industries to plan the use and protection of groundwater resources. furthermore, a geochemical simulation was used to demonstrate the formation processes of the acidic and oxidizing groundwater properties in granitic sediments. a large amount of the precipitation of the kaolinite and magnetite releases concentrations of hydrogen ion and raises the redox potential in the aquifers. copyright (c) 2007 john wiley & sons, ltd."
Liu et al.,2002,Environmental Geology,"three dimensional spatial variability of hydraulic conductivity in the choushui river alluvial fan, taiwan","this work adopted the geostatistical method, ordinary kriging, to determine the three dimensional (3 d) spatial variability and distribution of hydraulic conductivity (k) in the choushui river alluvial fan, taiwan. the spatial distributions of estimated k obtained using two 3 d estimation approaches, including the non stratified estimation and the stratified estimation, were statistically evaluated. moreover, the vertical (small scale) and horizontal (large scale) variations were anisotroplcally analyzed and their relationship to the hydrogeological formation of aquifers was examined. a cross validation procedure indicates that the realization of the non stratified estimation yields fewer estimated errors than the stratified estimation. the directions of maximum continuity for horizontal k variability of all aquifers range from n60degreesw to n105degreesw, and are consistent with the current flowdirection of the rivers and the ancient river shift in the choushui river alluvial fan. the anisotropic analysis indicates that the hydrogeological parameters, of the aquifers are spatially correlated with the formation environment of the choushui river."
Liu et al.,2006,Hydrological Processes,sustainable groundwater management in kinmen island,sustainable groundwater management in kinmen island
Liu et al.,2008,Environmental Geology,"sustainability analysis of groundwater resources in a coastal aquifer, alabama","fort morgan peninsula is an attached portion of a dynamic barrier complex in the northern gulf of mexico and is a large tourist area that brings in a significant amount of revenue for alabama. many of the hotels and tourist attractions depend on the groundwater as their water supply. the over withdrawal of groundwater and saltwater intrustion will have a negative impact on the ecology, tourism and economy if groundwater resources are not properly monitored and managed. in this study a calibrated groundwater flow model was used to analyze the sustainability of groundwater resources at fort morgan peninsula. detailed flow budgets were prepared to check the various components of inflow and outflow under different water use and climatic conditions. the results indicated the locations where groundwater was over pumped and subjected to saltwater intrusion, or will be subjected to saltwater intrusion under a range of projected water use and climatic conditions."
